Claim Key," Policy 
 Branch ",Policy Type,Premium Class,"Policy  
Number  ",Date Incurred,Date of Loss," Claim 
 Status",Claimant  ,"Claim      
Narrative  ",Gross Sum Insured,Reinsurance Recoveries,Total Recovered,Current Gross Outstanding,Transaction Amount,Total Paid,Incurred Claims - Gross of reinsurance,Incurred Claims Net of Reinsurance,Incurred Claims Net of All Recoveries,Paid Claims Net of Reinsurance,Paid Claims net of All Recoveries,Max Incurred Claim,Max Claim Paid,Date of Loss Code,Transaction Date Code,Delay,Min of Delay,Policy class,Product Group,Large Loss Threshold,Incremental Attritional Losses,Incremental Large Losses,Incurred for claims incurred in prior quarters,Incremental Claim Amount
5002971,11,50A,EN3,5003022,17-Nov-10,27-Sep-10,R,Directory Publishers (Pvt) Ltd,DAMAGE BY POWER SURGE,,0,0,110,-110,7738,7848," 7,848.00 "," 7,848.00 "," 7,738.00 "," 7,738.00 ",7848,7738,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5002971,11,50A,EN3,5003022,22-Nov-10,27-Sep-10,F,Directory Publishers (Pvt) Ltd,DAMAGE BY POWER SURGE,,0,0,0,0,7738,7738," 7,738.00 "," 7,738.00 "," 7,738.00 "," 7,738.00 ",7848,7738,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5002974,11,50A,EN3,5000229,02-Nov-10,26-Oct-10,O,MR T.R. MAIDWELL,LIGHTNING DMGE TO MODEM/ROUTER,,0,0,675,0,0,675, 675.00 , 675.00 , -   , -   ,675,675,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5002974,11,50A,EN3,5000229,02-Nov-10,26-Oct-10,F,MR T.R. MAIDWELL,LIGHTNING DMGE TO MODEM/ROUTER,,0,0,0,675,675,675, 675.00 , 675.00 , 675.00 , 675.00 ,675,675,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5002974,11,50A,EN3,5000229,26-Nov-10,26-Oct-10,R,MR T.R. MAIDWELL,LIGHTNING DMGE TO MODEM/ROUTER,,0,0,675,-675,0,675, 675.00 , 675.00 , -   , -   ,675,675,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5002974,11,50A,EN3,5000229,10-Dec-10,26-Oct-10,R,MR T.R. MAIDWELL,LIGHTNING DMGE TO MODEM/ROUTER,,0,0,675,0,0,675, 675.00 , 675.00 , -   , -   ,675,675,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5002974,11,50A,EN3,5000229,10-Dec-10,26-Oct-10,F,MR T.R. MAIDWELL,LIGHTNING DMGE TO MODEM/ROUTER,,0,0,0,675,675,675, 675.00 , 675.00 , 675.00 , 675.00 ,675,675,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5002994,10,57A,MA6,5010506,05-Nov-10,23-Oct-10,O,MR M Tumazos & Family,DAMAGE TO PROPELLER,,0,0,615,0,0,615, 615.00 , 615.00 , -   , -   ,615,615,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5002994,10,57A,MA6,5010506,05-Nov-10,23-Oct-10,O,MR M Tumazos & Family,DAMAGE TO PROPELLER,,0,0,615,0,0,615, 615.00 , 615.00 , -   , -   ,615,615,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5002994,10,57A,MA6,5010506,05-Nov-10,23-Oct-10,O,MR M Tumazos & Family,DAMAGE TO PROPELLER,,0,0,0,615,615,615, 615.00 , 615.00 , 615.00 , 615.00 ,615,615,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5002994,10,57A,MA6,5010506,25-Nov-10,23-Oct-10,F,MR M Tumazos & Family,DAMAGE TO PROPELLER,,0,0,0,0,615,615, 615.00 , 615.00 , 615.00 , 615.00 ,615,615,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003029,11,33A,IT4,5000685,10-Nov-10,15-Oct-10,O,Western Transport,WATER DAMAGE TO CEMENT,,0,0,214,0,0,214, 214.00 , 214.00 , -   , -   ,263.14,263.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003029,11,33A,IT4,5000685,26-Nov-10,15-Oct-10,O,Western Transport,WATER DAMAGE TO CEMENT,,0,0,188,0,0,188, 188.00 , 188.00 , -   , -   ,263.14,263.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003029,11,33A,IT4,5000685,26-Nov-10,15-Oct-10,F,Western Transport,WATER DAMAGE TO CEMENT,,0,0,0,188,188,188, 188.00 , 188.00 , 188.00 , 188.00 ,263.14,263.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003029,11,33A,IT4,5000685,29-Nov-10,15-Oct-10,R,Western Transport,WATER DAMAGE TO CEMENT,,0,0,75.14,0,188,263.14, 263.14 , 263.14 , 188.00 , 188.00 ,263.14,263.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003029,11,33A,IT4,5000685,29-Nov-10,15-Oct-10,F,Western Transport,WATER DAMAGE TO CEMENT,,0,0,0,75.14,263.14,263.14, 263.14 , 263.14 , 263.14 , 263.14 ,263.14,263.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003030,11,33A,IT4,5000685,10-Nov-10,26-Oct-10,O,Western Transport,STORM DAMAGE TO CEMENT BAGS,,0,0,312,0,0,312, 312.00 , 312.00 , -   , -   ,372.14,342.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003030,11,33A,IT4,5000685,26-Nov-10,26-Oct-10,O,Western Transport,STORM DAMAGE TO CEMENT BAGS,,0,0,297,0,0,297, 297.00 , 297.00 , -   , -   ,372.14,342.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003030,11,33A,IT4,5000685,26-Nov-10,26-Oct-10,F,Western Transport,STORM DAMAGE TO CEMENT BAGS,,0,0,0,297,297,297, 297.00 , 297.00 , 297.00 , 297.00 ,372.14,342.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003030,11,33A,IT4,5000685,29-Nov-10,26-Oct-10,R,Western Transport,STORM DAMAGE TO CEMENT BAGS,,0,0,75.14,0,297,372.14, 372.14 , 372.14 , 297.00 , 297.00 ,372.14,342.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003030,11,33A,IT4,5000685,29-Nov-10,26-Oct-10,F,Western Transport,STORM DAMAGE TO CEMENT BAGS,,0,0,0,75.14,372.14,372.14, 372.14 , 372.14 , 372.14 , 372.14 ,372.14,342.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003030,11,33A,IT4,5000685,30-Dec-10,26-Oct-10,F,Western Transport,STORM DAMAGE TO CEMENT BAGS,,0,30,0,-30,372.14,372.14, 372.14 , 342.14 , 372.14 , 342.14 ,372.14,342.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003075,11,13A,IT2,5011970,16-Nov-10,10-Nov-10,O,RADAR HOLDINGS LTD & BORDER TIMBERS,3 X TUBS DAMAGED IN TRANSIT,,0,0,608,0,0,608, 608.00 , 608.00 , -   , -   ,608,608,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003075,11,13A,IT2,5011970,17-Nov-10,10-Nov-10,O,RADAR HOLDINGS LTD & BORDER TIMBERS,3 X TUBS DAMAGED IN TRANSIT,,0,0,608,0,0,608, 608.00 , 608.00 , -   , -   ,608,608,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003075,11,13A,IT2,5011970,17-Nov-10,10-Nov-10,F,RADAR HOLDINGS LTD & BORDER TIMBERS,3 X TUBS DAMAGED IN TRANSIT,,0,0,0,608,608,608, 608.00 , 608.00 , 608.00 , 608.00 ,608,608,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003096,11,33A,IT4,5000685,17-Nov-10,06-Nov-10,O,Western Transport,24 BAGS OF CEMENT DAMAGED,,0,0,176,0,0,176, 176.00 , 176.00 , -   , -   ,225.14,195.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003096,11,33A,IT4,5000685,26-Nov-10,06-Nov-10,O,Western Transport,24 BAGS OF CEMENT DAMAGED,,0,0,150,0,0,150, 150.00 , 150.00 , -   , -   ,225.14,195.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003096,11,33A,IT4,5000685,26-Nov-10,06-Nov-10,F,Western Transport,24 BAGS OF CEMENT DAMAGED,,0,0,0,150,150,150, 150.00 , 150.00 , 150.00 , 150.00 ,225.14,195.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003096,11,33A,IT4,5000685,29-Nov-10,06-Nov-10,R,Western Transport,24 BAGS OF CEMENT DAMAGED,,0,0,75.14,0,150,225.14, 225.14 , 225.14 , 150.00 , 150.00 ,225.14,195.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003096,11,33A,IT4,5000685,29-Nov-10,06-Nov-10,F,Western Transport,24 BAGS OF CEMENT DAMAGED,,0,0,0,75.14,225.14,225.14, 225.14 , 225.14 , 225.14 , 225.14 ,225.14,195.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003096,11,33A,IT4,5000685,31-Dec-10,06-Nov-10,F,Western Transport,24 BAGS OF CEMENT DAMAGED,,0,30,0,-30,225.14,225.14, 225.14 , 195.14 , 225.14 , 195.14 ,225.14,195.14,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003147,11,50A,EN3,5033152,25-Nov-10,02-Nov-10,O,DOMINICAN CONVENT SISTERS,LIGHTNING DAMAGE,,0,0,1822,0,0,1822," 1,822.00 "," 1,822.00 ", -   , -   ,2437,2437,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003147,11,50A,EN3,5033152,25-Nov-10,02-Nov-10,O,DOMINICAN CONVENT SISTERS,LIGHTNING DAMAGE,,0,0,1232,590,590,1822," 1,822.00 "," 1,822.00 ", 590.00 , 590.00 ,2437,2437,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003147,11,50A,EN3,5033152,25-Nov-10,02-Nov-10,F,DOMINICAN CONVENT SISTERS,LIGHTNING DAMAGE,,0,0,0,1232,1822,1822," 1,822.00 "," 1,822.00 "," 1,822.00 "," 1,822.00 ",2437,2437,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003147,11,50A,EN3,5033152,30-Nov-10,02-Nov-10,R,DOMINICAN CONVENT SISTERS,LIGHTNING DAMAGE,,0,0,554,0,1822,2376," 2,376.00 "," 2,376.00 "," 1,822.00 "," 1,822.00 ",2437,2437,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003147,11,50A,EN3,5033152,01-Mar-11,02-Nov-10,F,DOMINICAN CONVENT SISTERS,LIGHTNING DAMAGE,,0,0,0,0,1822,1822," 1,822.00 "," 1,822.00 "," 1,822.00 "," 1,822.00 ",2437,2437,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003147,11,50A,EN3,5033152,22-Sep-11,02-Nov-10,F,DOMINICAN CONVENT SISTERS,LIGHTNING DAMAGE,,0,0,0,615,2437,2437," 2,437.00 "," 2,437.00 "," 2,437.00 "," 2,437.00 ",2437,2437,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003169,10,50A,EN3,5021197,29-Nov-10,23-Nov-10,O,G Finch,DAMAGE TO CPU & LENOVO,,0,0,2000,0,0,2000," 2,000.00 "," 2,000.00 ", -   , -   ,2000,1161,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003169,10,50A,EN3,5021197,29-Nov-10,23-Nov-10,O,G Finch,DAMAGE TO CPU & LENOVO,,0,0,1216.73,0,0,1216.73," 1,216.73 "," 1,216.73 ", -   , -   ,2000,1161,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003169,10,50A,EN3,5021197,30-Nov-10,23-Nov-10,O,G Finch,DAMAGE TO CPU & LENOVO,,0,0,1161,0,0,1161," 1,161.00 "," 1,161.00 ", -   , -   ,2000,1161,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003169,10,50A,EN3,5021197,06-Dec-10,23-Nov-10,O,G Finch,DAMAGE TO CPU & LENOVO,,0,0,1161,0,0,1161," 1,161.00 "," 1,161.00 ", -   , -   ,2000,1161,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003169,10,50A,EN3,5021197,06-Dec-10,23-Nov-10,O,G Finch,DAMAGE TO CPU & LENOVO,,0,0,0,1161,1161,1161," 1,161.00 "," 1,161.00 "," 1,161.00 "," 1,161.00 ",2000,1161,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003169,10,50A,EN3,5021197,06-Dec-10,23-Nov-10,F,G Finch,DAMAGE TO CPU & LENOVO,,0,0,0,0,1161,1161," 1,161.00 "," 1,161.00 "," 1,161.00 "," 1,161.00 ",2000,1161,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003202,11,13A,IT2,5027516,02-Dec-10,29-Oct-10,O,DENBURY TRADING (PVT) LTD T A MFS,GOODS LOST IN TRANSIT- BEITBRI,,0,0,822,0,0,822, 822.00 , 822.00 , -   , -   ,822,822,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003202,11,13A,IT2,5027516,02-Dec-10,29-Oct-10,F,DENBURY TRADING (PVT) LTD T A MFS,GOODS LOST IN TRANSIT- BEITBRI,,0,0,0,822,822,822, 822.00 , 822.00 , 822.00 , 822.00 ,822,822,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003222,11,50A,EN3,5021545,03-Dec-10,20-Nov-10,O,FORTWELL WHOLESALERS (1985) (PVT) L,LIGHTNING DAMAGE TO COMPUTERS,,0,0,2502,0,0,2502," 2,502.00 "," 2,502.00 ", -   , -   ,2502,2162,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003222,11,50A,EN3,5021545,29-Dec-10,20-Nov-10,O,FORTWELL WHOLESALERS (1985) (PVT) L,LIGHTNING DAMAGE TO COMPUTERS,,0,0,2162.4,0,0,2162.4," 2,162.40 "," 2,162.40 ", -   , -   ,2502,2162,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003222,11,50A,EN3,5021545,29-Dec-10,20-Nov-10,O,FORTWELL WHOLESALERS (1985) (PVT) L,LIGHTNING DAMAGE TO COMPUTERS,,0,0,2057.4,105,105,2162.4," 2,162.40 "," 2,162.40 ", 105.00 , 105.00 ,2502,2162,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003222,11,50A,EN3,5021545,30-Dec-10,20-Nov-10,O,FORTWELL WHOLESALERS (1985) (PVT) L,LIGHTNING DAMAGE TO COMPUTERS,,0,0,2057.4,0,105,2162.4," 2,162.40 "," 2,162.40 ", 105.00 , 105.00 ,2502,2162,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003222,11,50A,EN3,5021545,30-Dec-10,20-Nov-10,F,FORTWELL WHOLESALERS (1985) (PVT) L,LIGHTNING DAMAGE TO COMPUTERS,,0,0,0,2057,2162,2162," 2,162.00 "," 2,162.00 "," 2,162.00 "," 2,162.00 ",2502,2162,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003258,11,57A,MA7,5015309,09-Dec-10,06-Nov-10,O,SABI STAR SYNDICATE,DAMAGE TO BOAT,,0,0,472,0,0,472, 472.00 , 472.00 , -   , -   ,488,488,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003258,11,57A,MA7,5015309,09-Dec-10,06-Nov-10,O,SABI STAR SYNDICATE,DAMAGE TO BOAT,,0,0,488,0,0,488, 488.00 , 488.00 , -   , -   ,488,488,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003258,11,57A,MA7,5015309,09-Dec-10,06-Nov-10,O,SABI STAR SYNDICATE,DAMAGE TO BOAT,,7.85,0,472,16,16,488, 480.15 , 480.15 , 8.15 , 8.15 ,488,488,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003258,11,57A,MA7,5015309,09-Dec-10,06-Nov-10,F,SABI STAR SYNDICATE,DAMAGE TO BOAT,,239.34,0,0,472,488,488, 248.66 , 248.66 , 248.66 , 248.66 ,488,488,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003265,10,50A,EN3,5000652,09-Dec-10,12-Sep-10,O,PETERHOUSE SCHOOL,ELECTRICAL DAMAGE TO PROJECTOR,,0,0,612,0,0,612, 612.00 , 612.00 , -   , -   ,612,612,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003265,10,50A,EN3,5000652,09-Dec-10,12-Sep-10,O,PETERHOUSE SCHOOL,ELECTRICAL DAMAGE TO PROJECTOR,,0,0,612,0,0,612, 612.00 , 612.00 , -   , -   ,612,612,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003265,10,50A,EN3,5000652,09-Dec-10,12-Sep-10,O,PETERHOUSE SCHOOL,ELECTRICAL DAMAGE TO PROJECTOR,,0,0,0,612,612,612, 612.00 , 612.00 , 612.00 , 612.00 ,612,612,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003265,10,50A,EN3,5000652,07-Apr-11,12-Sep-10,F,PETERHOUSE SCHOOL,ELECTRICAL DAMAGE TO PROJECTOR,,0,0,0,0,612,612, 612.00 , 612.00 , 612.00 , 612.00 ,612,612,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003274,11,50A,EN3,5004870,10-Dec-10,25-Oct-10,O,Dr H M Roberts & G J Stevenage,LIGHTNING DMG TO PABX,,0,0,274.33,0,0,274.33, 274.33 , 274.33 , -   , -   ,274.33,247,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003274,11,50A,EN3,5004870,10-Dec-10,25-Oct-10,F,Dr H M Roberts & G J Stevenage,LIGHTNING DMG TO PABX,,0,0,0,247,247,247, 247.00 , 247.00 , 247.00 , 247.00 ,274.33,247,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003308,10,50A,EN3,5000025,13-Dec-10,30-Nov-10,O,R M Insurance Company (Pvt) Ltd,ACC DAMAGE TO LAPTOP,,0,0,1200,0,0,1200," 1,200.00 "," 1,200.00 ", -   , -   ,1200,837,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003308,10,50A,EN3,5000025,13-Jan-11,30-Nov-10,O,R M Insurance Company (Pvt) Ltd,ACC DAMAGE TO LAPTOP,,0,0,1200,0,0,1200," 1,200.00 "," 1,200.00 ", -   , -   ,1200,837,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003308,10,50A,EN3,5000025,13-Jan-11,30-Nov-10,F,R M Insurance Company (Pvt) Ltd,ACC DAMAGE TO LAPTOP,,0,0,0,837,837,837, 837.00 , 837.00 , 837.00 , 837.00 ,1200,837,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003308,10,50A,EN3,5000025,24-Mar-11,30-Nov-10,F,R M Insurance Company (Pvt) Ltd,ACC DAMAGE TO LAPTOP,,0,93,0,-93,837,837, 837.00 , 744.00 , 837.00 , 744.00 ,1200,837,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003308,10,50A,EN3,5000025,28-Mar-11,30-Nov-10,R,R M Insurance Company (Pvt) Ltd,ACC DAMAGE TO LAPTOP,,0,93,1200,-837,0,1200," 1,200.00 "," 1,107.00 ", -   ,-93.00 ,1200,837,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003308,10,50A,EN3,5000025,28-Mar-11,30-Nov-10,R,R M Insurance Company (Pvt) Ltd,ACC DAMAGE TO LAPTOP,,0,93,1200,0,0,1200," 1,200.00 "," 1,107.00 ", -   ,-93.00 ,1200,837,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003308,10,50A,EN3,5000025,28-Mar-11,30-Nov-10,F,R M Insurance Company (Pvt) Ltd,ACC DAMAGE TO LAPTOP,,0,93,0,930,930,930, 930.00 , 837.00 , 930.00 , 837.00 ,1200,837,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003312,10,50A,EN3,5000025,13-Dec-10,12-Dec-10,O,R M Insurance Company (Pvt) Ltd,THEFT OF LAPTOP,,0,0,1500,0,0,1500," 1,500.00 "," 1,500.00 ", -   , -   ,1500,0,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003312,10,50A,EN3,5000025,20-Dec-10,12-Dec-10,O,R M Insurance Company (Pvt) Ltd,THEFT OF LAPTOP,,0,0,977.5,0,0,977.5, 977.50 , 977.50 , -   , -   ,1500,0,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003312,10,50A,EN3,5000025,20-Dec-10,12-Dec-10,O,R M Insurance Company (Pvt) Ltd,THEFT OF LAPTOP,,0,0,977.5,0,0,977.5, 977.50 , 977.50 , -   , -   ,1500,0,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003312,10,50A,EN3,5000025,20-Dec-10,12-Dec-10,O,R M Insurance Company (Pvt) Ltd,THEFT OF LAPTOP,,0,0,0,977.5,977.5,977.5, 977.50 , 977.50 , 977.50 , 977.50 ,1500,0,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003312,10,50A,EN3,5000025,20-Dec-10,12-Dec-10,F,R M Insurance Company (Pvt) Ltd,THEFT OF LAPTOP,,0,0,0,0,977.5,977.5, 977.50 , 977.50 , 977.50 , 977.50 ,1500,0,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003312,10,50A,EN3,5000025,04-Jan-11,12-Dec-10,F,R M Insurance Company (Pvt) Ltd,THEFT OF LAPTOP,,0,977.5,0,-977.5,977.5,977.5, 977.50 , -   , 977.50 , -   ,1500,0,2010,2011,1,0,Engineering,Transport and Engineering,error,error,error,error,error
5003393,11,50A,EN3,5015556,29-Dec-10,15-Feb-10,O,RADAR HOLDINGS LTD & BORDER TIMBERS,LAPTOP STOLEN,,0,0,765,0,0,765, 765.00 , 765.00 , -   , -   ,765,765,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003393,11,50A,EN3,5015556,29-Dec-10,15-Feb-10,F,RADAR HOLDINGS LTD & BORDER TIMBERS,LAPTOP STOLEN,,675.75,0,0,765,765,765, 89.25 , 89.25 , 89.25 , 89.25 ,765,765,2010,2010,0,0,Engineering,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,30-Dec-10,03-Dec-10,O,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,0,300,0,0,300, 300.00 , 300.00 , -   , -   ,335.1,95.1,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,14-Jan-11,03-Dec-10,O,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,0,269.1,0,0,269.1, 269.10 , 269.10 , -   , -   ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,14-Jan-11,03-Dec-10,O,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,0,0,269.1,269.1,269.1, 269.10 , 269.10 , 269.10 , 269.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,20-Jan-11,03-Dec-10,O,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,0,66,0,269.1,335.1, 335.10 , 335.10 , 269.10 , 269.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,20-Jan-11,03-Dec-10,F,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,0,0,66,335.1,335.1, 335.10 , 335.10 , 335.10 , 335.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,27-Jan-11,03-Dec-10,R,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,0,66,-66,269.1,335.1, 335.10 , 335.10 , 269.10 , 269.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,09-Feb-11,03-Dec-10,F,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,0,0,66,335.1,335.1, 335.10 , 335.10 , 335.10 , 335.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,20-May-11,03-Dec-10,F,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,120,0,-120,335.1,335.1, 335.10 , 215.10 , 335.10 , 215.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,14-Jun-11,03-Dec-10,F,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,195,0,-75,335.1,335.1, 335.10 , 140.10 , 335.10 , 140.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,14-Jun-11,03-Dec-10,F,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,225,0,-30,335.1,335.1, 335.10 , 110.10 , 335.10 , 110.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003405,11,33A,IT4,5000685,26-Jul-11,03-Dec-10,F,Western Transport,40 X 50KG CEMENT DMGD BY WATER,,0,240,0,-15,335.1,335.1, 335.10 , 95.10 , 335.10 , 95.10 ,335.1,95.1,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003407,11,13A,IT2,5005692,30-Dec-10,09-Nov-10,O,THREE CHOIRS TRADING T/A TORTOISE,8 CASES HEINEKEN DUMPIES DMGED,,0,0,139,0,0,139, 139.00 , 139.00 , -   , -   ,139,139,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003407,11,13A,IT2,5005692,30-Dec-10,09-Nov-10,F,THREE CHOIRS TRADING T/A TORTOISE,8 CASES HEINEKEN DUMPIES DMGED,,0,0,0,139,139,139, 139.00 , 139.00 , 139.00 , 139.00 ,139,139,2010,2010,0,0,Transportation,Transport and Engineering,error,error,error,error,error
5003417,11,33A,IT4,5000685,05-Jan-11,01-Dec-10,O,Western Transport,31 x CEMENT BAGS WATER DAMAGED,,0,0,258,0,0,258, 258.00 , 258.00 , -   , -   ,302.35,210.35,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003417,11,33A,IT4,5000685,14-Jan-11,01-Dec-10,O,Western Transport,31 x CEMENT BAGS WATER DAMAGED,,0,0,260.85,0,0,260.85, 260.85 , 260.85 , -   , -   ,302.35,210.35,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003417,11,33A,IT4,5000685,14-Jan-11,01-Dec-10,O,Western Transport,31 x CEMENT BAGS WATER DAMAGED,,0,0,25,235.85,235.85,260.85, 260.85 , 260.85 , 235.85 , 235.85 ,302.35,210.35,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
5003417,11,33A,IT4,5000685,20-Jan-11,01-Dec-10,O,Western Transport,31 x CEMENT BAGS WATER DAMAGED,,0,0,66.5,0,235.85,302.35, 302.35 , 302.35 , 235.85 , 235.85 ,302.35,210.35,2010,2011,1,0,Transportation,Transport and Engineering,error,error,error,error,error
